model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Afrikaans	number_noun	mBERT-r2l	first	82.5	75.0
mBERT	Afrikaans	number_noun	mBERT-r2l	last	93.5	96.0
mBERT	Albanian	case_noun	mBERT-r2l	first	67.0	65.0
mBERT	Albanian	case_noun	mBERT-r2l	last	62.5	60.5
mBERT	Albanian	case_propn	mBERT-r2l	first	79.60199004975125	80.5
mBERT	Albanian	case_propn	mBERT-r2l	last	85.57213930348259	79.5
mBERT	Albanian	definite_noun	mBERT-r2l	first	87.5	86.5
mBERT	Albanian	definite_noun	mBERT-r2l	last	87.0	89.0
mBERT	Albanian	gender_noun	mBERT-r2l	first	77.0	74.0
mBERT	Albanian	gender_noun	mBERT-r2l	last	88.0	87.0
mBERT	Albanian	gender_propn	mBERT-r2l	first	86.5	65.5
mBERT	Albanian	gender_propn	mBERT-r2l	last	88.5	81.0
mBERT	Albanian	number_noun	mBERT-r2l	first	85.5	90.0
mBERT	Albanian	number_noun	mBERT-r2l	last	91.5	89.5
mBERT	Albanian	number_verb	mBERT-r2l	first	74.0	71.0
mBERT	Albanian	number_verb	mBERT-r2l	last	90.5	91.0
mBERT	Arabic	aspect_verb	mBERT-r2l	first	94.5	94.5
mBERT	Arabic	aspect_verb	mBERT-r2l	last	83.0	85.5
mBERT	Arabic	case_adj	mBERT-r2l	first	67.16417910447761	56.71641791044776
mBERT	Arabic	case_adj	mBERT-r2l	last	64.17910447761194	58.70646766169154
mBERT	Arabic	case_noun	mBERT-r2l	first	69.15422885572139	62.189054726368155
mBERT	Arabic	case_noun	mBERT-r2l	last	63.18407960199005	57.711442786069654
mBERT	Arabic	definite_noun	mBERT-r2l	first	81.59203980099502	77.61194029850746
mBERT	Arabic	definite_noun	mBERT-r2l	last	82.08955223880598	81.59203980099502
mBERT	Arabic	gender_adj	mBERT-r2l	first	97.5	97.5
mBERT	Arabic	gender_adj	mBERT-r2l	last	99.5	97.5
mBERT	Arabic	gender_verb	mBERT-r2l	first	94.0	87.0
mBERT	Arabic	gender_verb	mBERT-r2l	last	91.5	89.5
mBERT	Armenian	animacy_noun	mBERT-r2l	first	82.5	69.5
mBERT	Armenian	animacy_noun	mBERT-r2l	last	85.5	78.0
mBERT	Armenian	definite_noun	mBERT-r2l	first	93.5	93.5
mBERT	Armenian	definite_noun	mBERT-r2l	last	99.5	99.0
mBERT	Armenian	subcat_verb	mBERT-r2l	first	72.0	69.5
mBERT	Armenian	subcat_verb	mBERT-r2l	last	79.5	69.5
mBERT	Basque	case_noun	mBERT-r2l	first	77.03349282296651	72.24880382775119
mBERT	Basque	case_noun	mBERT-r2l	last	91.38755980861244	93.30143540669856
mBERT	Basque	definite_noun	mBERT-r2l	first	78.0	74.0
mBERT	Basque	definite_noun	mBERT-r2l	last	88.5	87.5
mBERT	Basque	number_noun	mBERT-r2l	first	82.5	86.5
mBERT	Basque	number_noun	mBERT-r2l	last	90.5	92.0
mBERT	Bulgarian	aspect_verb	mBERT-r2l	first	81.0	76.5
mBERT	Bulgarian	aspect_verb	mBERT-r2l	last	80.0	78.5
mBERT	Bulgarian	definite_adj	mBERT-r2l	first	99.0	96.5
mBERT	Bulgarian	definite_adj	mBERT-r2l	last	99.5	99.5
mBERT	Bulgarian	definite_noun	mBERT-r2l	first	96.5	93.0
mBERT	Bulgarian	definite_noun	mBERT-r2l	last	97.0	93.5
mBERT	Bulgarian	gender_adj	mBERT-r2l	first	89.05472636815921	91.54228855721394
mBERT	Bulgarian	gender_adj	mBERT-r2l	last	100.0	100.0
mBERT	Bulgarian	gender_noun	mBERT-r2l	first	77.61194029850746	77.11442786069652
mBERT	Bulgarian	gender_noun	mBERT-r2l	last	89.05472636815921	89.05472636815921
mBERT	Bulgarian	number_adj	mBERT-r2l	first	97.0	98.0
mBERT	Bulgarian	number_adj	mBERT-r2l	last	99.5	98.0
mBERT	Bulgarian	number_verb	mBERT-r2l	first	89.0	87.5
mBERT	Bulgarian	number_verb	mBERT-r2l	last	98.5	99.0
mBERT	Bulgarian	person_verb	mBERT-r2l	first	76.0	74.6268656716418
mBERT	Bulgarian	person_verb	mBERT-r2l	last	93.0	95.02487562189056
mBERT	Bulgarian	tense_verb	mBERT-r2l	first	76.5	66.16915422885572
mBERT	Bulgarian	tense_verb	mBERT-r2l	last	84.5	82.58706467661692
mBERT	Bulgarian	verbform_verb	mBERT-r2l	first	94.0	91.0
mBERT	Bulgarian	verbform_verb	mBERT-r2l	last	98.0	97.5
mBERT	Bulgarian	voice_verb	mBERT-r2l	first	95.0	93.5
mBERT	Bulgarian	voice_verb	mBERT-r2l	last	97.0	99.0
mBERT	Catalan	gender_adj	mBERT-r2l	first	97.5	97.0
mBERT	Catalan	gender_adj	mBERT-r2l	last	100.0	99.5
mBERT	Catalan	gender_noun	mBERT-r2l	first	92.0	92.0
mBERT	Catalan	gender_noun	mBERT-r2l	last	94.0	91.0
mBERT	Catalan	mood_verb	mBERT-r2l	first	89.5	82.5
mBERT	Catalan	mood_verb	mBERT-r2l	last	99.0	98.0
mBERT	Catalan	number_adj	mBERT-r2l	first	99.0	98.0
mBERT	Catalan	number_adj	mBERT-r2l	last	100.0	99.5
mBERT	Catalan	number_noun	mBERT-r2l	first	98.5	97.5
mBERT	Catalan	number_noun	mBERT-r2l	last	98.5	98.0
mBERT	Catalan	number_verb	mBERT-r2l	first	87.5	82.5
mBERT	Catalan	number_verb	mBERT-r2l	last	100.0	99.0
mBERT	Catalan	tense_verb	mBERT-r2l	first	78.0	80.5
mBERT	Catalan	tense_verb	mBERT-r2l	last	96.5	94.5
mBERT	Catalan	verbform_verb	mBERT-r2l	first	96.03960396039604	93.06930693069309
mBERT	Catalan	verbform_verb	mBERT-r2l	last	99.5049504950495	99.009900990099
mBERT	Croatian	case_adj	mBERT-r2l	first	74.5	70.79207920792079
mBERT	Croatian	case_adj	mBERT-r2l	last	77.0	72.77227722772277
mBERT	Croatian	case_noun	mBERT-r2l	first	70.93596059113301	74.01960784313727
mBERT	Croatian	case_noun	mBERT-r2l	last	66.50246305418719	66.17647058823529
mBERT	Croatian	definite_adj	mBERT-r2l	first	90.5	90.5
mBERT	Croatian	definite_adj	mBERT-r2l	last	98.5	97.5
mBERT	Croatian	gender_adj	mBERT-r2l	first	66.66666666666666	61.69154228855721
mBERT	Croatian	gender_adj	mBERT-r2l	last	80.59701492537313	75.62189054726367
mBERT	Croatian	gender_noun	mBERT-r2l	first	75.12437810945273	67.66169154228857
mBERT	Croatian	gender_noun	mBERT-r2l	last	82.58706467661692	84.5771144278607
mBERT	Croatian	number_adj	mBERT-r2l	first	83.5	91.0
mBERT	Croatian	number_adj	mBERT-r2l	last	90.0	90.5
mBERT	Croatian	number_noun	mBERT-r2l	first	85.0	88.0
mBERT	Croatian	number_noun	mBERT-r2l	last	91.0	87.5
mBERT	Croatian	number_verb	mBERT-r2l	first	89.5	87.5
mBERT	Croatian	number_verb	mBERT-r2l	last	97.5	96.5
mBERT	Croatian	tense_verb	mBERT-r2l	first	91.0	92.0
mBERT	Croatian	tense_verb	mBERT-r2l	last	99.5	99.5
mBERT	Croatian	verbform_verb	mBERT-r2l	first	91.04477611940298	90.54726368159204
mBERT	Croatian	verbform_verb	mBERT-r2l	last	99.00497512437812	99.50248756218906
mBERT	Czech	animacy_adj	mBERT-r2l	first	72.5	72.5
mBERT	Czech	animacy_adj	mBERT-r2l	last	82.0	78.5
mBERT	Czech	animacy_noun	mBERT-r2l	first	80.0	69.0
mBERT	Czech	animacy_noun	mBERT-r2l	last	85.0	75.0
mBERT	Czech	animacy_propn	mBERT-r2l	first	78.5	77.5
mBERT	Czech	animacy_propn	mBERT-r2l	last	79.5	79.5
mBERT	Czech	animacy_verb	mBERT-r2l	first	91.0	90.5
mBERT	Czech	animacy_verb	mBERT-r2l	last	93.5	95.5
mBERT	Czech	aspect_adj	mBERT-r2l	first	85.5	88.5
mBERT	Czech	aspect_adj	mBERT-r2l	last	90.0	91.0
mBERT	Czech	aspect_verb	mBERT-r2l	first	78.0	73.0
mBERT	Czech	aspect_verb	mBERT-r2l	last	81.5	83.5
mBERT	Czech	case_adj	mBERT-r2l	first	75.0	72.05882352941177
mBERT	Czech	case_adj	mBERT-r2l	last	81.37254901960785	75.49019607843137
mBERT	Czech	case_propn	mBERT-r2l	first	76.47058823529412	70.58823529411765
mBERT	Czech	case_propn	mBERT-r2l	last	71.07843137254902	67.15686274509804
mBERT	Czech	degree_adj	mBERT-r2l	first	99.5	97.5
mBERT	Czech	degree_adj	mBERT-r2l	last	89.0	91.5
mBERT	Czech	gender_adj	mBERT-r2l	first	62.68656716417911	59.20398009950249
mBERT	Czech	gender_adj	mBERT-r2l	last	68.65671641791045	65.67164179104478
mBERT	Czech	gender_noun	mBERT-r2l	first	66.66666666666666	62.68656716417911
mBERT	Czech	gender_noun	mBERT-r2l	last	79.1044776119403	74.6268656716418
mBERT	Czech	gender_propn	mBERT-r2l	first	69.65174129353234	66.66666666666666
mBERT	Czech	gender_propn	mBERT-r2l	last	69.65174129353234	71.14427860696517
mBERT	Czech	gender_verb	mBERT-r2l	first	87.06467661691542	82.58706467661692
mBERT	Czech	gender_verb	mBERT-r2l	last	90.04975124378109	82.58706467661692
mBERT	Czech	mood_verb	mBERT-r2l	first	84.5	71.0
mBERT	Czech	mood_verb	mBERT-r2l	last	99.5	96.0
mBERT	Czech	nametype_propn	mBERT-r2l	first	53.20197044334976	44.5
mBERT	Czech	nametype_propn	mBERT-r2l	last	44.827586206896555	41.5
mBERT	Czech	number_adj	mBERT-r2l	first	83.5	88.5
mBERT	Czech	number_adj	mBERT-r2l	last	86.5	89.0
mBERT	Czech	number_noun	mBERT-r2l	first	87.5	82.0
mBERT	Czech	number_noun	mBERT-r2l	last	89.0	86.0
mBERT	Czech	number_propn	mBERT-r2l	first	84.0	86.0
mBERT	Czech	number_propn	mBERT-r2l	last	90.0	89.0
mBERT	Czech	number_verb	mBERT-r2l	first	85.0	81.5
mBERT	Czech	number_verb	mBERT-r2l	last	94.5	91.0
mBERT	Czech	person_verb	mBERT-r2l	first	89.55223880597015	85.57213930348259
mBERT	Czech	person_verb	mBERT-r2l	last	100.0	97.01492537313432
mBERT	Czech	polarity_adj	mBERT-r2l	first	99.5	95.0
mBERT	Czech	polarity_adj	mBERT-r2l	last	84.5	78.5
mBERT	Czech	polarity_verb	mBERT-r2l	first	99.0	98.5
mBERT	Czech	polarity_verb	mBERT-r2l	last	79.0	80.0
mBERT	Czech	voice_adj	mBERT-r2l	first	99.5	99.0
mBERT	Czech	voice_adj	mBERT-r2l	last	100.0	100.0
mBERT	Danish	definite_noun	mBERT-r2l	first	95.5	90.5
mBERT	Danish	definite_noun	mBERT-r2l	last	99.0	98.0
mBERT	Danish	gender_noun	mBERT-r2l	first	70.5	74.5
mBERT	Danish	gender_noun	mBERT-r2l	last	89.5	79.0
mBERT	Danish	number_noun	mBERT-r2l	first	81.5	82.0
mBERT	Danish	number_noun	mBERT-r2l	last	88.5	86.0
mBERT	Danish	tense_verb	mBERT-r2l	first	87.5	87.5
mBERT	Danish	tense_verb	mBERT-r2l	last	100.0	98.0
mBERT	Danish	verbform_verb	mBERT-r2l	first	80.59701492537313	76.11940298507463
mBERT	Danish	verbform_verb	mBERT-r2l	last	87.56218905472637	91.54228855721394
mBERT	Dutch	gender_noun	mBERT-r2l	first	79.0	78.5
mBERT	Dutch	gender_noun	mBERT-r2l	last	85.0	82.5
mBERT	Dutch	gender_propn	mBERT-r2l	first	72.0	67.0
mBERT	Dutch	gender_propn	mBERT-r2l	last	66.0	61.5
mBERT	Dutch	number_noun	mBERT-r2l	first	95.5	92.0
mBERT	Dutch	number_noun	mBERT-r2l	last	98.5	98.0
mBERT	Dutch	verbform_verb	mBERT-r2l	first	83.08457711442786	84.07960199004975
mBERT	Dutch	verbform_verb	mBERT-r2l	last	85.57213930348259	79.60199004975125
mBERT	English	number_noun	mBERT-r2l	first	93.0	94.5
mBERT	English	number_noun	mBERT-r2l	last	95.5	97.0
mBERT	English	tense_verb	mBERT-r2l	first	92.5	90.0
mBERT	English	tense_verb	mBERT-r2l	last	98.5	98.0
mBERT	English	verbform_verb	mBERT-r2l	first	71.5	73.5
mBERT	English	verbform_verb	mBERT-r2l	last	72.5	75.5
mBERT	Estonian	case_adj	mBERT-r2l	first	78.5	79.0
mBERT	Estonian	case_adj	mBERT-r2l	last	98.0	95.0
mBERT	Estonian	case_noun	mBERT-r2l	first	55.714285714285715	61.42857142857143
mBERT	Estonian	case_noun	mBERT-r2l	last	90.95238095238096	88.57142857142857
mBERT	Estonian	number_adj	mBERT-r2l	first	89.0	91.5
mBERT	Estonian	number_adj	mBERT-r2l	last	97.0	98.0
mBERT	Estonian	number_noun	mBERT-r2l	first	89.0	89.5
mBERT	Estonian	number_noun	mBERT-r2l	last	95.5	96.0
mBERT	Estonian	number_verb	mBERT-r2l	first	89.5	86.0
mBERT	Estonian	number_verb	mBERT-r2l	last	99.0	99.0
mBERT	Estonian	person_verb	mBERT-r2l	first	80.09950248756219	83.0
mBERT	Estonian	person_verb	mBERT-r2l	last	98.00995024875621	97.0
mBERT	Estonian	tense_adj	mBERT-r2l	first	93.5	93.5
mBERT	Estonian	tense_adj	mBERT-r2l	last	99.5	98.0
mBERT	Estonian	tense_verb	mBERT-r2l	first	77.5	78.0
mBERT	Estonian	tense_verb	mBERT-r2l	last	97.0	93.5
mBERT	Estonian	verbform_verb	mBERT-r2l	first	85.5	87.12871287128714
mBERT	Estonian	verbform_verb	mBERT-r2l	last	97.0	98.51485148514853
mBERT	Estonian	voice_adj	mBERT-r2l	first	88.5	88.0
mBERT	Estonian	voice_adj	mBERT-r2l	last	98.5	96.5
mBERT	Estonian	voice_verb	mBERT-r2l	first	82.5	83.0
mBERT	Estonian	voice_verb	mBERT-r2l	last	96.0	95.5
mBERT	Finnish	case_adj	mBERT-r2l	first	84.13461538461539	77.03349282296651
mBERT	Finnish	case_adj	mBERT-r2l	last	96.15384615384616	95.69377990430623
mBERT	Finnish	case_noun	mBERT-r2l	first	72.46376811594203	65.17412935323384
mBERT	Finnish	case_noun	mBERT-r2l	last	94.68599033816425	92.53731343283582
mBERT	Finnish	case_propn	mBERT-r2l	first	80.6930693069307	81.0
mBERT	Finnish	case_propn	mBERT-r2l	last	95.54455445544554	96.5
mBERT	Finnish	case_verb	mBERT-r2l	first	80.0	73.80952380952381
mBERT	Finnish	case_verb	mBERT-r2l	last	95.71428571428572	94.76190476190476
mBERT	Finnish	degree_adj	mBERT-r2l	first	78.5	70.64676616915423
mBERT	Finnish	degree_adj	mBERT-r2l	last	91.0	87.56218905472637
mBERT	Finnish	derivation_adj	mBERT-r2l	first	65.5	64.0
mBERT	Finnish	derivation_adj	mBERT-r2l	last	93.0	93.5
mBERT	Finnish	derivation_noun	mBERT-r2l	first	84.15841584158416	78.5
mBERT	Finnish	derivation_noun	mBERT-r2l	last	96.03960396039604	96.0
mBERT	Finnish	infform_verb	mBERT-r2l	first	87.0	79.60199004975125
mBERT	Finnish	infform_verb	mBERT-r2l	last	100.0	98.00995024875621
mBERT	Finnish	mood_verb	mBERT-r2l	first	72.636815920398	74.12935323383084
mBERT	Finnish	mood_verb	mBERT-r2l	last	91.04477611940298	90.04975124378109
mBERT	Finnish	number_adj	mBERT-r2l	first	95.0	92.0
mBERT	Finnish	number_adj	mBERT-r2l	last	96.5	97.5
mBERT	Finnish	number_noun	mBERT-r2l	first	86.5	91.0
mBERT	Finnish	number_noun	mBERT-r2l	last	93.0	91.5
mBERT	Finnish	number_verb	mBERT-r2l	first	87.5	89.0
mBERT	Finnish	number_verb	mBERT-r2l	last	95.5	94.0
mBERT	Finnish	partform_verb	mBERT-r2l	first	84.5771144278607	84.07960199004975
mBERT	Finnish	partform_verb	mBERT-r2l	last	98.00995024875621	98.50746268656717
mBERT	Finnish	tense_verb	mBERT-r2l	first	84.5	78.0
mBERT	Finnish	tense_verb	mBERT-r2l	last	95.0	94.0
mBERT	Finnish	verbform_verb	mBERT-r2l	first	81.09452736318407	73.6318407960199
mBERT	Finnish	verbform_verb	mBERT-r2l	last	93.03482587064677	91.04477611940298
mBERT	Finnish	voice_verb	mBERT-r2l	first	82.5	73.0
mBERT	Finnish	voice_verb	mBERT-r2l	last	95.0	91.0
mBERT	French	gender_adj	mBERT-r2l	first	85.0	87.0
mBERT	French	gender_adj	mBERT-r2l	last	88.0	89.0
mBERT	French	gender_noun	mBERT-r2l	first	82.5	84.0
mBERT	French	gender_noun	mBERT-r2l	last	87.5	87.5
mBERT	French	gender_verb	mBERT-r2l	first	94.5	95.0
mBERT	French	gender_verb	mBERT-r2l	last	100.0	100.0
mBERT	French	number_adj	mBERT-r2l	first	99.0	98.5
mBERT	French	number_adj	mBERT-r2l	last	99.5	96.5
mBERT	French	number_noun	mBERT-r2l	first	97.0	97.5
mBERT	French	number_noun	mBERT-r2l	last	95.0	98.0
mBERT	French	number_verb	mBERT-r2l	first	92.0	91.5
mBERT	French	number_verb	mBERT-r2l	last	100.0	98.5
mBERT	French	tense_verb	mBERT-r2l	first	75.0	68.8118811881188
mBERT	French	tense_verb	mBERT-r2l	last	93.0	88.61386138613861
mBERT	French	verbform_verb	mBERT-r2l	first	90.04975124378109	80.09950248756219
mBERT	French	verbform_verb	mBERT-r2l	last	96.01990049751244	98.00995024875621
mBERT	German	case_adj	mBERT-r2l	first	66.5	64.5
mBERT	German	case_adj	mBERT-r2l	last	62.5	53.5
mBERT	German	case_noun	mBERT-r2l	first	67.0	56.00000000000001
mBERT	German	case_noun	mBERT-r2l	last	52.0	42.5
mBERT	German	case_propn	mBERT-r2l	first	57.49999999999999	56.00000000000001
mBERT	German	case_propn	mBERT-r2l	last	48.5	54.0
mBERT	German	gender_adj	mBERT-r2l	first	56.99999999999999	55.223880597014926
mBERT	German	gender_adj	mBERT-r2l	last	57.99999999999999	56.71641791044776
mBERT	German	gender_noun	mBERT-r2l	first	68.1592039800995	66.66666666666666
mBERT	German	gender_noun	mBERT-r2l	last	78.60696517412936	71.14427860696517
mBERT	German	gender_propn	mBERT-r2l	first	68.0	60.69651741293532
mBERT	German	gender_propn	mBERT-r2l	last	58.5	53.73134328358209
mBERT	German	number_adj	mBERT-r2l	first	80.0	71.5
mBERT	German	number_adj	mBERT-r2l	last	84.0	82.5
mBERT	German	number_noun	mBERT-r2l	first	87.0	83.5
mBERT	German	number_noun	mBERT-r2l	last	89.5	83.5
mBERT	German	number_verb	mBERT-r2l	first	93.0	96.5
mBERT	German	number_verb	mBERT-r2l	last	97.5	100.0
mBERT	German	tense_verb	mBERT-r2l	first	79.5	69.5
mBERT	German	tense_verb	mBERT-r2l	last	89.5	83.0
mBERT	German	verbform_verb	mBERT-r2l	first	82.0	78.1094527363184
mBERT	German	verbform_verb	mBERT-r2l	last	88.5	84.07960199004975
mBERT	Greek	aspect_verb	mBERT-r2l	first	81.0	75.0
mBERT	Greek	aspect_verb	mBERT-r2l	last	95.0	89.0
mBERT	Greek	case_noun	mBERT-r2l	first	86.06965174129353	81.59203980099502
mBERT	Greek	case_noun	mBERT-r2l	last	83.5820895522388	81.09452736318407
mBERT	Greek	gender_noun	mBERT-r2l	first	77.61194029850746	78.1094527363184
mBERT	Greek	gender_noun	mBERT-r2l	last	83.08457711442786	83.5820895522388
mBERT	Greek	number_noun	mBERT-r2l	first	97.5	97.0
mBERT	Greek	number_noun	mBERT-r2l	last	97.0	96.5
mBERT	Greek	voice_verb	mBERT-r2l	first	90.5	92.5
mBERT	Greek	voice_verb	mBERT-r2l	last	97.0	96.5
mBERT	Hebrew	gender_noun	mBERT-r2l	first	94.0	86.5
mBERT	Hebrew	gender_noun	mBERT-r2l	last	94.5	94.0
mBERT	Hebrew	gender_verb	mBERT-r2l	first	84.0	75.0
mBERT	Hebrew	gender_verb	mBERT-r2l	last	83.5	72.0
mBERT	Hebrew	hebbinyan_verb	mBERT-r2l	first	66.16915422885572	62.06896551724138
mBERT	Hebrew	hebbinyan_verb	mBERT-r2l	last	68.1592039800995	60.09852216748769
mBERT	Hebrew	number_noun	mBERT-r2l	first	95.0	97.0
mBERT	Hebrew	number_noun	mBERT-r2l	last	97.5	96.5
mBERT	Hebrew	number_verb	mBERT-r2l	first	90.5	95.0
mBERT	Hebrew	number_verb	mBERT-r2l	last	97.5	98.0
mBERT	Hindi	case_adj	mBERT-r2l	first	78.5	73.5
mBERT	Hindi	case_adj	mBERT-r2l	last	77.0	74.5
mBERT	Hindi	case_noun	mBERT-r2l	first	76.0	72.5
mBERT	Hindi	case_noun	mBERT-r2l	last	91.0	82.0
mBERT	Hindi	case_propn	mBERT-r2l	first	69.5	64.5
mBERT	Hindi	case_propn	mBERT-r2l	last	93.0	84.5
mBERT	Hindi	gender_noun	mBERT-r2l	first	78.0	74.5
mBERT	Hindi	gender_noun	mBERT-r2l	last	80.5	79.5
mBERT	Hindi	gender_propn	mBERT-r2l	first	63.5	51.5
mBERT	Hindi	gender_propn	mBERT-r2l	last	71.0	65.5
mBERT	Hindi	number_noun	mBERT-r2l	first	87.0	83.5
mBERT	Hindi	number_noun	mBERT-r2l	last	87.5	88.5
mBERT	Hungarian	number[psor]_noun	mBERT-r2l	first	96.0	90.5
mBERT	Hungarian	number[psor]_noun	mBERT-r2l	last	98.0	94.0
mBERT	Hungarian	number_noun	mBERT-r2l	first	95.5	94.0
mBERT	Hungarian	number_noun	mBERT-r2l	last	96.0	94.5
mBERT	Hungarian	person[psor]_noun	mBERT-r2l	first	95.0	90.0
mBERT	Hungarian	person[psor]_noun	mBERT-r2l	last	95.5	92.5
mBERT	Italian	gender_adj	mBERT-r2l	first	95.5	88.5
mBERT	Italian	gender_adj	mBERT-r2l	last	100.0	90.5
mBERT	Italian	gender_noun	mBERT-r2l	first	91.5	89.5
mBERT	Italian	gender_noun	mBERT-r2l	last	91.0	90.5
mBERT	Italian	number_adj	mBERT-r2l	first	92.0	93.5
mBERT	Italian	number_adj	mBERT-r2l	last	97.0	95.0
mBERT	Italian	number_noun	mBERT-r2l	first	93.0	88.5
mBERT	Italian	number_noun	mBERT-r2l	last	96.5	94.0
mBERT	Italian	number_verb	mBERT-r2l	first	83.0	89.0
mBERT	Italian	number_verb	mBERT-r2l	last	95.5	96.5
mBERT	Italian	person_verb	mBERT-r2l	first	81.5	77.5
mBERT	Italian	person_verb	mBERT-r2l	last	92.5	88.0
mBERT	Italian	tense_verb	mBERT-r2l	first	73.5	66.5
mBERT	Italian	tense_verb	mBERT-r2l	last	94.0	87.0
mBERT	Italian	verbform_verb	mBERT-r2l	first	87.5	86.5
mBERT	Italian	verbform_verb	mBERT-r2l	last	93.5	95.0
mBERT	Latin	aspect_verb	mBERT-r2l	first	87.0	76.5
mBERT	Latin	aspect_verb	mBERT-r2l	last	99.5	99.0
mBERT	Latin	case_verb	mBERT-r2l	first	58.2089552238806	54.45544554455446
mBERT	Latin	case_verb	mBERT-r2l	last	83.08457711442786	82.17821782178217
mBERT	Latin	gender_adj	mBERT-r2l	first	61.19402985074627	57.711442786069654
mBERT	Latin	gender_adj	mBERT-r2l	last	69.65174129353234	70.1492537313433
