model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Latin	case_verb	mBERT-rand-r2l	first	-1.0	23.0
mBERT	Latin	case_verb	mBERT-rand-r2l	last	-1.0	74.5
mBERT	Latin	gender_adj	mBERT-rand-r2l	first	-1.0	37.5
mBERT	Latin	gender_adj	mBERT-rand-r2l	last	-1.0	58.5
mBERT	Latin	gender_noun	mBERT-rand-r2l	first	-1.0	35.0
mBERT	Latin	gender_noun	mBERT-rand-r2l	last	-1.0	53.5
mBERT	Latin	gender_verb	mBERT-rand-r2l	first	-1.0	34.5
mBERT	Latin	gender_verb	mBERT-rand-r2l	last	-1.0	67.5
mBERT	Latin	mood_verb	mBERT-rand-r2l	first	-1.0	47.0
mBERT	Latin	mood_verb	mBERT-rand-r2l	last	-1.0	72.0
mBERT	Latin	number_adj	mBERT-rand-r2l	first	-1.0	49.5
mBERT	Latin	number_adj	mBERT-rand-r2l	last	-1.0	72.0
mBERT	Latin	number_noun	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Latin	number_noun	mBERT-rand-r2l	last	-1.0	69.0
mBERT	Latin	number_verb	mBERT-rand-r2l	first	-1.0	46.0
mBERT	Latin	number_verb	mBERT-rand-r2l	last	-1.0	86.0
mBERT	Latin	person_verb	mBERT-rand-r2l	first	-1.0	38.5
mBERT	Latin	person_verb	mBERT-rand-r2l	last	-1.0	87.5
mBERT	Latin	tense_verb	mBERT-rand-r2l	first	-1.0	21.0
mBERT	Latin	tense_verb	mBERT-rand-r2l	last	-1.0	64.5
mBERT	Latin	verbform_verb	mBERT-rand-r2l	first	-1.0	21.0
mBERT	Latin	verbform_verb	mBERT-rand-r2l	last	-1.0	76.5
mBERT	Latin	voice_verb	mBERT-rand-r2l	first	-1.0	44.0
mBERT	Latin	voice_verb	mBERT-rand-r2l	last	-1.0	87.5
mBERT	Latvian	case_adj	mBERT-rand-r2l	first	-1.0	23.0
mBERT	Latvian	case_adj	mBERT-rand-r2l	last	-1.0	71.0
mBERT	Latvian	case_noun	mBERT-rand-r2l	first	-1.0	19.0
mBERT	Latvian	case_noun	mBERT-rand-r2l	last	-1.0	70.5
mBERT	Latvian	case_propn	mBERT-rand-r2l	first	-1.0	27.500000000000004
mBERT	Latvian	case_propn	mBERT-rand-r2l	last	-1.0	66.0
mBERT	Latvian	definite_adj	mBERT-rand-r2l	first	-1.0	48.0
mBERT	Latvian	definite_adj	mBERT-rand-r2l	last	-1.0	85.0
mBERT	Latvian	definite_verb	mBERT-rand-r2l	first	-1.0	61.5
mBERT	Latvian	definite_verb	mBERT-rand-r2l	last	-1.0	94.0
mBERT	Latvian	gender_adj	mBERT-rand-r2l	first	-1.0	51.5
mBERT	Latvian	gender_adj	mBERT-rand-r2l	last	-1.0	82.0
mBERT	Latvian	gender_noun	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Latvian	gender_noun	mBERT-rand-r2l	last	-1.0	73.0
mBERT	Latvian	gender_propn	mBERT-rand-r2l	first	-1.0	52.0
mBERT	Latvian	gender_propn	mBERT-rand-r2l	last	-1.0	74.5
mBERT	Latvian	gender_verb	mBERT-rand-r2l	first	-1.0	49.5
mBERT	Latvian	gender_verb	mBERT-rand-r2l	last	-1.0	93.0
mBERT	Latvian	number_adj	mBERT-rand-r2l	first	-1.0	51.5
mBERT	Latvian	number_adj	mBERT-rand-r2l	last	-1.0	81.5
mBERT	Latvian	number_verb	mBERT-rand-r2l	first	-1.0	44.5
mBERT	Latvian	number_verb	mBERT-rand-r2l	last	-1.0	85.0
mBERT	Latvian	person_verb	mBERT-rand-r2l	first	-1.0	45.5
mBERT	Latvian	person_verb	mBERT-rand-r2l	last	-1.0	78.5
mBERT	Latvian	polarity_verb	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Latvian	polarity_verb	mBERT-rand-r2l	last	-1.0	57.99999999999999
mBERT	Latvian	tense_verb	mBERT-rand-r2l	first	-1.0	39.0
mBERT	Latvian	tense_verb	mBERT-rand-r2l	last	-1.0	81.5
mBERT	Latvian	verbform_verb	mBERT-rand-r2l	first	-1.0	26.0
mBERT	Latvian	verbform_verb	mBERT-rand-r2l	last	-1.0	85.0
mBERT	Latvian	voice_verb	mBERT-rand-r2l	first	-1.0	53.0
mBERT	Latvian	voice_verb	mBERT-rand-r2l	last	-1.0	90.0
mBERT	Lithuanian	case_noun	mBERT-rand-r2l	first	-1.0	18.5
mBERT	Lithuanian	case_noun	mBERT-rand-r2l	last	-1.0	73.0
mBERT	Lithuanian	gender_noun	mBERT-rand-r2l	first	-1.0	46.0
mBERT	Lithuanian	gender_noun	mBERT-rand-r2l	last	-1.0	71.5
mBERT	Lithuanian	number_noun	mBERT-rand-r2l	first	-1.0	45.5
mBERT	Lithuanian	number_noun	mBERT-rand-r2l	last	-1.0	78.5
mBERT	Lithuanian	number_verb	mBERT-rand-r2l	first	-1.0	51.0
mBERT	Lithuanian	number_verb	mBERT-rand-r2l	last	-1.0	76.0
mBERT	Norwegian_Bokmal	definite_adj	mBERT-rand-r2l	first	-1.0	57.99999999999999
mBERT	Norwegian_Bokmal	definite_adj	mBERT-rand-r2l	last	-1.0	89.0
mBERT	Norwegian_Bokmal	definite_noun	mBERT-rand-r2l	first	-1.0	59.0
mBERT	Norwegian_Bokmal	definite_noun	mBERT-rand-r2l	last	-1.0	84.5
mBERT	Norwegian_Bokmal	gender_noun	mBERT-rand-r2l	first	-1.0	32.5
mBERT	Norwegian_Bokmal	gender_noun	mBERT-rand-r2l	last	-1.0	63.5
mBERT	Norwegian_Bokmal	number_adj	mBERT-rand-r2l	first	-1.0	51.0
mBERT	Norwegian_Bokmal	number_adj	mBERT-rand-r2l	last	-1.0	76.0
mBERT	Norwegian_Bokmal	number_noun	mBERT-rand-r2l	first	-1.0	52.0
mBERT	Norwegian_Bokmal	number_noun	mBERT-rand-r2l	last	-1.0	82.0
mBERT	Norwegian_Bokmal	tense_verb	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Norwegian_Bokmal	tense_verb	mBERT-rand-r2l	last	-1.0	93.0
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-rand-r2l	first	-1.0	39.5
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-rand-r2l	last	-1.0	80.0
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-rand-r2l	first	-1.0	59.0
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-rand-r2l	last	-1.0	82.0
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-rand-r2l	first	-1.0	57.99999999999999
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-rand-r2l	last	-1.0	83.5
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-rand-r2l	first	-1.0	32.0
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-rand-r2l	last	-1.0	67.0
mBERT	Norwegian_Nynorsk	number_adj	mBERT-rand-r2l	first	-1.0	54.0
mBERT	Norwegian_Nynorsk	number_adj	mBERT-rand-r2l	last	-1.0	77.0
mBERT	Norwegian_Nynorsk	number_noun	mBERT-rand-r2l	first	-1.0	45.5
mBERT	Norwegian_Nynorsk	number_noun	mBERT-rand-r2l	last	-1.0	76.0
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-rand-r2l	first	-1.0	56.00000000000001
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-rand-r2l	last	-1.0	85.0
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-rand-r2l	first	-1.0	50.5
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-rand-r2l	last	-1.0	63.5
mBERT	Persian	number_noun	mBERT-rand-r2l	first	-1.0	53.5
mBERT	Persian	number_noun	mBERT-rand-r2l	last	-1.0	81.5
mBERT	Polish	animacy_adj	mBERT-rand-r2l	first	-1.0	63.5
mBERT	Polish	animacy_adj	mBERT-rand-r2l	last	-1.0	71.5
mBERT	Polish	animacy_noun	mBERT-rand-r2l	first	-1.0	32.5
mBERT	Polish	animacy_noun	mBERT-rand-r2l	last	-1.0	44.0
mBERT	Polish	aspect_adj	mBERT-rand-r2l	first	-1.0	48.5
mBERT	Polish	aspect_adj	mBERT-rand-r2l	last	-1.0	77.0
mBERT	Polish	aspect_verb	mBERT-rand-r2l	first	-1.0	59.0
mBERT	Polish	aspect_verb	mBERT-rand-r2l	last	-1.0	66.0
mBERT	Polish	case_adj	mBERT-rand-r2l	first	-1.0	26.0
mBERT	Polish	case_adj	mBERT-rand-r2l	last	-1.0	58.5
mBERT	Polish	case_propn	mBERT-rand-r2l	first	-1.0	29.5
mBERT	Polish	case_propn	mBERT-rand-r2l	last	-1.0	61.5
mBERT	Polish	gender_adj	mBERT-rand-r2l	first	-1.0	38.5
mBERT	Polish	gender_adj	mBERT-rand-r2l	last	-1.0	57.99999999999999
mBERT	Polish	gender_noun	mBERT-rand-r2l	first	-1.0	34.5
mBERT	Polish	gender_noun	mBERT-rand-r2l	last	-1.0	66.0
mBERT	Polish	gender_propn	mBERT-rand-r2l	first	-1.0	40.5
mBERT	Polish	gender_propn	mBERT-rand-r2l	last	-1.0	43.0
mBERT	Polish	gender_verb	mBERT-rand-r2l	first	-1.0	27.0
mBERT	Polish	gender_verb	mBERT-rand-r2l	last	-1.0	93.5
mBERT	Polish	mood_verb	mBERT-rand-r2l	first	-1.0	68.0
mBERT	Polish	mood_verb	mBERT-rand-r2l	last	-1.0	94.0
mBERT	Polish	number_adj	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Polish	number_adj	mBERT-rand-r2l	last	-1.0	80.5
mBERT	Polish	number_noun	mBERT-rand-r2l	first	-1.0	52.0
mBERT	Polish	number_noun	mBERT-rand-r2l	last	-1.0	75.5
mBERT	Polish	number_verb	mBERT-rand-r2l	first	-1.0	51.5
mBERT	Polish	number_verb	mBERT-rand-r2l	last	-1.0	98.5
mBERT	Polish	person_verb	mBERT-rand-r2l	first	-1.0	43.5
mBERT	Polish	person_verb	mBERT-rand-r2l	last	-1.0	97.0
mBERT	Polish	subgender_adj	mBERT-rand-r2l	first	-1.0	59.5
mBERT	Polish	subgender_adj	mBERT-rand-r2l	last	-1.0	59.0
mBERT	Polish	tense_verb	mBERT-rand-r2l	first	-1.0	38.5
mBERT	Polish	tense_verb	mBERT-rand-r2l	last	-1.0	74.0
mBERT	Polish	verbform_verb	mBERT-rand-r2l	first	-1.0	36.0
mBERT	Polish	verbform_verb	mBERT-rand-r2l	last	-1.0	86.0
mBERT	Polish	voice_adj	mBERT-rand-r2l	first	-1.0	54.50000000000001
mBERT	Polish	voice_adj	mBERT-rand-r2l	last	-1.0	99.5
mBERT	Portuguese	gender_noun	mBERT-rand-r2l	first	-1.0	46.0
mBERT	Portuguese	gender_noun	mBERT-rand-r2l	last	-1.0	73.5
mBERT	Portuguese	gender_propn	mBERT-rand-r2l	first	-1.0	52.0
mBERT	Portuguese	gender_propn	mBERT-rand-r2l	last	-1.0	57.49999999999999
mBERT	Portuguese	number_noun	mBERT-rand-r2l	first	-1.0	49.0
mBERT	Portuguese	number_noun	mBERT-rand-r2l	last	-1.0	78.0
mBERT	Portuguese	number_verb	mBERT-rand-r2l	first	-1.0	57.49999999999999
mBERT	Portuguese	number_verb	mBERT-rand-r2l	last	-1.0	98.0
mBERT	Romanian	definite_noun	mBERT-rand-r2l	first	-1.0	54.0
mBERT	Romanian	definite_noun	mBERT-rand-r2l	last	-1.0	80.0
mBERT	Romanian	gender_adj	mBERT-rand-r2l	first	-1.0	46.5
mBERT	Romanian	gender_adj	mBERT-rand-r2l	last	-1.0	86.0
mBERT	Romanian	gender_noun	mBERT-rand-r2l	first	-1.0	49.5
mBERT	Romanian	gender_noun	mBERT-rand-r2l	last	-1.0	77.5
mBERT	Romanian	mood_verb	mBERT-rand-r2l	first	-1.0	57.49999999999999
mBERT	Romanian	mood_verb	mBERT-rand-r2l	last	-1.0	69.0
mBERT	Romanian	number_adj	mBERT-rand-r2l	first	-1.0	49.0
mBERT	Romanian	number_adj	mBERT-rand-r2l	last	-1.0	76.5
mBERT	Romanian	number_noun	mBERT-rand-r2l	first	-1.0	49.0
mBERT	Romanian	number_noun	mBERT-rand-r2l	last	-1.0	84.5
mBERT	Romanian	number_verb	mBERT-rand-r2l	first	-1.0	52.5
mBERT	Romanian	number_verb	mBERT-rand-r2l	last	-1.0	87.5
mBERT	Romanian	person_verb	mBERT-rand-r2l	first	-1.0	37.5
mBERT	Romanian	person_verb	mBERT-rand-r2l	last	-1.0	70.5
mBERT	Romanian	tense_verb	mBERT-rand-r2l	first	-1.0	33.0
mBERT	Romanian	tense_verb	mBERT-rand-r2l	last	-1.0	76.0
mBERT	Romanian	verbform_verb	mBERT-rand-r2l	first	-1.0	28.499999999999996
mBERT	Romanian	verbform_verb	mBERT-rand-r2l	last	-1.0	78.0
mBERT	Russian	animacy_adj	mBERT-rand-r2l	first	-1.0	53.5
mBERT	Russian	animacy_adj	mBERT-rand-r2l	last	-1.0	61.5
mBERT	Russian	animacy_noun	mBERT-rand-r2l	first	-1.0	46.0
mBERT	Russian	animacy_noun	mBERT-rand-r2l	last	-1.0	65.5
mBERT	Russian	animacy_propn	mBERT-rand-r2l	first	-1.0	55.00000000000001
mBERT	Russian	animacy_propn	mBERT-rand-r2l	last	-1.0	60.0
mBERT	Russian	aspect_verb	mBERT-rand-r2l	first	-1.0	56.99999999999999
mBERT	Russian	aspect_verb	mBERT-rand-r2l	last	-1.0	71.5
mBERT	Russian	case_adj	mBERT-rand-r2l	first	-1.0	22.0
mBERT	Russian	case_adj	mBERT-rand-r2l	last	-1.0	60.0
mBERT	Russian	case_noun	mBERT-rand-r2l	first	-1.0	23.5
mBERT	Russian	case_noun	mBERT-rand-r2l	last	-1.0	49.0
mBERT	Russian	case_propn	mBERT-rand-r2l	first	-1.0	21.5
mBERT	Russian	case_propn	mBERT-rand-r2l	last	-1.0	48.0
mBERT	Russian	case_verb	mBERT-rand-r2l	first	-1.0	14.499999999999998
mBERT	Russian	case_verb	mBERT-rand-r2l	last	-1.0	60.5
mBERT	Russian	gender_adj	mBERT-rand-r2l	first	-1.0	36.5
mBERT	Russian	gender_adj	mBERT-rand-r2l	last	-1.0	78.5
mBERT	Russian	gender_noun	mBERT-rand-r2l	first	-1.0	31.0
mBERT	Russian	gender_noun	mBERT-rand-r2l	last	-1.0	59.5
mBERT	Russian	gender_propn	mBERT-rand-r2l	first	-1.0	37.0
mBERT	Russian	gender_propn	mBERT-rand-r2l	last	-1.0	41.5
mBERT	Russian	gender_verb	mBERT-rand-r2l	first	-1.0	35.0
mBERT	Russian	gender_verb	mBERT-rand-r2l	last	-1.0	82.0
mBERT	Russian	mood_verb	mBERT-rand-r2l	first	-1.0	59.0
mBERT	Russian	mood_verb	mBERT-rand-r2l	last	-1.0	87.0
mBERT	Russian	number_adj	mBERT-rand-r2l	first	-1.0	52.0
mBERT	Russian	number_adj	mBERT-rand-r2l	last	-1.0	89.5
mBERT	Russian	number_noun	mBERT-rand-r2l	first	-1.0	49.0
mBERT	Russian	number_noun	mBERT-rand-r2l	last	-1.0	77.5
mBERT	Russian	number_verb	mBERT-rand-r2l	first	-1.0	49.0
mBERT	Russian	number_verb	mBERT-rand-r2l	last	-1.0	87.0
mBERT	Russian	person_verb	mBERT-rand-r2l	first	-1.0	41.0
mBERT	Russian	person_verb	mBERT-rand-r2l	last	-1.0	91.5
mBERT	Russian	tense_verb	mBERT-rand-r2l	first	-1.0	34.0
mBERT	Russian	tense_verb	mBERT-rand-r2l	last	-1.0	77.5
mBERT	Russian	verbform_verb	mBERT-rand-r2l	first	-1.0	26.5
mBERT	Russian	verbform_verb	mBERT-rand-r2l	last	-1.0	86.5
mBERT	Russian	voice_verb	mBERT-rand-r2l	first	-1.0	35.5
mBERT	Russian	voice_verb	mBERT-rand-r2l	last	-1.0	81.0
mBERT	Serbian	case_noun	mBERT-rand-r2l	first	-1.0	19.5
mBERT	Serbian	case_noun	mBERT-rand-r2l	last	-1.0	46.5
mBERT	Serbian	gender_adj	mBERT-rand-r2l	first	-1.0	39.5
mBERT	Serbian	gender_adj	mBERT-rand-r2l	last	-1.0	60.0
mBERT	Serbian	gender_noun	mBERT-rand-r2l	first	-1.0	34.0
mBERT	Serbian	gender_noun	mBERT-rand-r2l	last	-1.0	61.5
mBERT	Serbian	number_adj	mBERT-rand-r2l	first	-1.0	52.5
mBERT	Serbian	number_adj	mBERT-rand-r2l	last	-1.0	81.0
mBERT	Serbian	number_noun	mBERT-rand-r2l	first	-1.0	47.5
mBERT	Serbian	number_noun	mBERT-rand-r2l	last	-1.0	72.0
mBERT	Serbian	number_verb	mBERT-rand-r2l	first	-1.0	49.5
mBERT	Serbian	number_verb	mBERT-rand-r2l	last	-1.0	85.5
mBERT	Slovak	animacy_adj	mBERT-rand-r2l	first	-1.0	53.0
mBERT	Slovak	animacy_adj	mBERT-rand-r2l	last	-1.0	64.0
mBERT	Slovak	animacy_noun	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Slovak	animacy_noun	mBERT-rand-r2l	last	-1.0	65.0
mBERT	Slovak	aspect_verb	mBERT-rand-r2l	first	-1.0	51.0
mBERT	Slovak	aspect_verb	mBERT-rand-r2l	last	-1.0	74.5
mBERT	Slovak	case_noun	mBERT-rand-r2l	first	-1.0	27.500000000000004
mBERT	Slovak	case_noun	mBERT-rand-r2l	last	-1.0	51.5
mBERT	Slovak	gender_adj	mBERT-rand-r2l	first	-1.0	28.499999999999996
mBERT	Slovak	gender_adj	mBERT-rand-r2l	last	-1.0	62.5
mBERT	Slovak	gender_noun	mBERT-rand-r2l	first	-1.0	30.0
mBERT	Slovak	gender_noun	mBERT-rand-r2l	last	-1.0	58.5
mBERT	Slovak	gender_verb	mBERT-rand-r2l	first	-1.0	35.0
mBERT	Slovak	gender_verb	mBERT-rand-r2l	last	-1.0	78.0
mBERT	Slovak	number_adj	mBERT-rand-r2l	first	-1.0	48.0
mBERT	Slovak	number_adj	mBERT-rand-r2l	last	-1.0	88.0
mBERT	Slovak	number_noun	mBERT-rand-r2l	first	-1.0	53.0
mBERT	Slovak	number_noun	mBERT-rand-r2l	last	-1.0	76.0
mBERT	Slovak	number_verb	mBERT-rand-r2l	first	-1.0	53.0
mBERT	Slovak	number_verb	mBERT-rand-r2l	last	-1.0	91.5
mBERT	Slovak	tense_verb	mBERT-rand-r2l	first	-1.0	48.0
mBERT	Slovak	tense_verb	mBERT-rand-r2l	last	-1.0	93.0
mBERT	Slovak	verbform_verb	mBERT-rand-r2l	first	-1.0	31.5
mBERT	Slovak	verbform_verb	mBERT-rand-r2l	last	-1.0	93.0
mBERT	Slovenian	aspect_verb	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Slovenian	aspect_verb	mBERT-rand-r2l	last	-1.0	68.0
mBERT	Slovenian	case_adj	mBERT-rand-r2l	first	-1.0	17.5
mBERT	Slovenian	case_adj	mBERT-rand-r2l	last	-1.0	61.0
mBERT	Slovenian	case_noun	mBERT-rand-r2l	first	-1.0	18.5
mBERT	Slovenian	case_noun	mBERT-rand-r2l	last	-1.0	48.0
mBERT	Slovenian	gender_adj	mBERT-rand-r2l	first	-1.0	38.0
mBERT	Slovenian	gender_adj	mBERT-rand-r2l	last	-1.0	53.5
mBERT	Slovenian	gender_noun	mBERT-rand-r2l	first	-1.0	39.5
mBERT	Slovenian	gender_noun	mBERT-rand-r2l	last	-1.0	66.5
mBERT	Slovenian	number_adj	mBERT-rand-r2l	first	-1.0	56.99999999999999
mBERT	Slovenian	number_adj	mBERT-rand-r2l	last	-1.0	77.5
mBERT	Slovenian	person_verb	mBERT-rand-r2l	first	-1.0	41.5
mBERT	Slovenian	person_verb	mBERT-rand-r2l	last	-1.0	93.5
mBERT	Slovenian	verbform_verb	mBERT-rand-r2l	first	-1.0	34.0
mBERT	Slovenian	verbform_verb	mBERT-rand-r2l	last	-1.0	93.0
mBERT	Spanish	gender_adj	mBERT-rand-r2l	first	-1.0	48.0
mBERT	Spanish	gender_adj	mBERT-rand-r2l	last	-1.0	86.0
mBERT	Spanish	gender_noun	mBERT-rand-r2l	first	-1.0	51.5
mBERT	Spanish	gender_noun	mBERT-rand-r2l	last	-1.0	77.5
mBERT	Spanish	number_adj	mBERT-rand-r2l	first	-1.0	53.5
mBERT	Spanish	number_adj	mBERT-rand-r2l	last	-1.0	89.5
mBERT	Spanish	number_noun	mBERT-rand-r2l	first	-1.0	51.0
mBERT	Spanish	number_noun	mBERT-rand-r2l	last	-1.0	82.0
mBERT	Spanish	number_verb	mBERT-rand-r2l	first	-1.0	50.5
mBERT	Spanish	number_verb	mBERT-rand-r2l	last	-1.0	92.5
mBERT	Spanish	tense_verb	mBERT-rand-r2l	first	-1.0	26.0
mBERT	Spanish	tense_verb	mBERT-rand-r2l	last	-1.0	79.0
mBERT	Spanish	verbform_verb	mBERT-rand-r2l	first	-1.0	27.500000000000004
mBERT	Spanish	verbform_verb	mBERT-rand-r2l	last	-1.0	83.0
mBERT	Swedish	case_noun	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Swedish	case_noun	mBERT-rand-r2l	last	-1.0	88.0
mBERT	Swedish	definite_adj	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Swedish	definite_adj	mBERT-rand-r2l	last	-1.0	78.0
mBERT	Swedish	definite_noun	mBERT-rand-r2l	first	-1.0	52.0
mBERT	Swedish	definite_noun	mBERT-rand-r2l	last	-1.0	82.5
mBERT	Swedish	gender_noun	mBERT-rand-r2l	first	-1.0	48.5
mBERT	Swedish	gender_noun	mBERT-rand-r2l	last	-1.0	75.5
mBERT	Swedish	number_adj	mBERT-rand-r2l	first	-1.0	52.5
mBERT	Swedish	number_adj	mBERT-rand-r2l	last	-1.0	75.0
mBERT	Swedish	number_noun	mBERT-rand-r2l	first	-1.0	49.5
mBERT	Swedish	number_noun	mBERT-rand-r2l	last	-1.0	77.0
mBERT	Swedish	tense_verb	mBERT-rand-r2l	first	-1.0	50.5
mBERT	Swedish	tense_verb	mBERT-rand-r2l	last	-1.0	90.5
mBERT	Swedish	voice_verb	mBERT-rand-r2l	first	-1.0	54.0
mBERT	Swedish	voice_verb	mBERT-rand-r2l	last	-1.0	90.0
mBERT	Turkish	aspect_verb	mBERT-rand-r2l	first	-1.0	35.0
mBERT	Turkish	aspect_verb	mBERT-rand-r2l	last	-1.0	85.0
mBERT	Turkish	case_noun	mBERT-rand-r2l	first	-1.0	16.5
mBERT	Turkish	case_noun	mBERT-rand-r2l	last	-1.0	78.0
mBERT	Turkish	number_noun	mBERT-rand-r2l	first	-1.0	52.0
mBERT	Turkish	number_noun	mBERT-rand-r2l	last	-1.0	95.0
mBERT	Turkish	number_verb	mBERT-rand-r2l	first	-1.0	49.5
mBERT	Turkish	number_verb	mBERT-rand-r2l	last	-1.0	92.0
mBERT	Turkish	person_verb	mBERT-rand-r2l	first	-1.0	46.5
mBERT	Turkish	person_verb	mBERT-rand-r2l	last	-1.0	88.5
mBERT	Turkish	polarity_verb	mBERT-rand-r2l	first	-1.0	50.0
mBERT	Turkish	polarity_verb	mBERT-rand-r2l	last	-1.0	63.0
mBERT	Turkish	verbform_verb	mBERT-rand-r2l	first	-1.0	34.5
mBERT	Turkish	verbform_verb	mBERT-rand-r2l	last	-1.0	89.5
mBERT	Ukrainian	animacy_noun	mBERT-rand-r2l	first	-1.0	51.0
mBERT	Ukrainian	animacy_noun	mBERT-rand-r2l	last	-1.0	66.5
mBERT	Ukrainian	aspect_verb	mBERT-rand-r2l	first	-1.0	51.5
mBERT	Ukrainian	aspect_verb	mBERT-rand-r2l	last	-1.0	69.5
mBERT	Ukrainian	case_adj	mBERT-rand-r2l	first	-1.0	20.5
mBERT	Ukrainian	case_adj	mBERT-rand-r2l	last	-1.0	73.0
mBERT	Ukrainian	case_noun	mBERT-rand-r2l	first	-1.0	26.0
mBERT	Ukrainian	case_noun	mBERT-rand-r2l	last	-1.0	54.50000000000001
mBERT	Ukrainian	gender_adj	mBERT-rand-r2l	first	-1.0	28.000000000000004
mBERT	Ukrainian	gender_adj	mBERT-rand-r2l	last	-1.0	70.5
mBERT	Ukrainian	gender_noun	mBERT-rand-r2l	first	-1.0	34.0
mBERT	Ukrainian	gender_noun	mBERT-rand-r2l	last	-1.0	61.0
mBERT	Ukrainian	number_adj	mBERT-rand-r2l	first	-1.0	47.0
mBERT	Ukrainian	number_adj	mBERT-rand-r2l	last	-1.0	89.5
mBERT	Ukrainian	number_verb	mBERT-rand-r2l	first	-1.0	48.0
mBERT	Ukrainian	number_verb	mBERT-rand-r2l	last	-1.0	95.0
mBERT	Ukrainian	tense_verb	mBERT-rand-r2l	first	-1.0	32.0
mBERT	Ukrainian	tense_verb	mBERT-rand-r2l	last	-1.0	73.0
mBERT	Urdu	case_noun	mBERT-rand-r2l	first	-1.0	45.5
mBERT	Urdu	case_noun	mBERT-rand-r2l	last	-1.0	51.0
mBERT	Urdu	case_propn	mBERT-rand-r2l	first	-1.0	45.0
mBERT	Urdu	case_propn	mBERT-rand-r2l	last	-1.0	59.0
mBERT	Urdu	gender_noun	mBERT-rand-r2l	first	-1.0	62.5
mBERT	Urdu	gender_noun	mBERT-rand-r2l	last	-1.0	68.0
mBERT	Urdu	number_noun	mBERT-rand-r2l	first	-1.0	44.5
mBERT	Urdu	number_noun	mBERT-rand-r2l	last	-1.0	84.0
